term,coef_log_odds,odds_ratio,ci_lower_odds_ratio,ci_upper_odds_ratio,p_value
const,-2.6026896854443855,0.07407407407407395,0.026827247298545593,0.20452968539298716,5.095560353719215e-07
aware_yes,2.535248404648853,12.619565217391324,4.211421669617146,37.81464758680183,5.958521533798152e-06
graduate,1.216395324324495,3.375000000000006,0.9408045771262487,12.107323111451558,0.0619890152193316
